phrase,n,freq_books,rank,mi,lemma_key,spoken_words,auto_keep,auto_reason,keep,notes
qui leur,2,1326841,1399,1.64,qui son,yes,no,loose,,
une manière,2,1325119,1400,3.87,un manière,yes,no,article + word,,
tout de même,3,1325044,1401,7.23,tout de même,yes,yes,,,
de plusieurs,2,1324991,1402,1.29,de plusieurs,yes,no,fragment; loose,,
à les,2,1324029,1403,-2.94,à le,yes,no,fragment; loose,,
bien des,2,1323766,1404,0.65,bien un,yes,no,fragment; loose,,
dans ce cas,3,1323485,1405,10.58,dans ce cas,yes,yes,,,
la lettre,2,1322283,1406,3.31,le lettre,yes,no,article + word,,
tout est,2,1322279,1407,0.72,tout être,yes,no,loose,,
occasion de,2,1322076,1408,2.93,occasion de,yes,no,fragment; loose,,
l' autorité,2,1321786,1409,4.62,le autorité,yes,no,article + word,,
l' église,2,1320366,1410,4.02,le église,yes,no,article + word,,
de passer,2,1318669,1411,1.97,de passer,yes,no,fragment; loose,,
encore une,2,1318557,1412,1.97,encore un,yes,no,fragment; loose,,
me dit,2,1317804,1413,4.01,me dire,yes,yes,,,
ceux de,2,1317695,1414,1.05,celui de,yes,no,fragment; loose,,
le fait que,3,1317453,1415,6.77,le faire que,yes,no,fragment,,
je voulais,2,1317044,1416,6.47,je vouloir,yes,yes,,,
ne fait,2,1316370,1417,2.05,ne faire,yes,no,loose,,
en vue,2,1313208,1418,3.51,en vue,yes,yes,,,
et al,2,1313151,1419,,et al,yes,no,fragment,,
où ils,2,1312561,1420,3.81,où il,yes,yes,,,
je crois que,3,1311144,1421,11.74,je croire que,yes,no,fragment,,
la décision,2,1311053,1422,3.61,le décision,yes,no,article + word,,
de sang,2,1310076,1423,2.4,de sang,yes,no,fragment; loose,,
processus de,2,1310073,1424,2.7,processus de,yes,no,fragment; loose,,
dans les années,3,1309009,1425,9.48,dans le année,yes,yes,,,
cadre de,2,1307852,1426,2.49,cadre de,yes,no,fragment; loose,,
en me,2,1307552,1427,0.56,en me,yes,no,fragment; loose,,
que vous avez,3,1306819,1428,11.79,que vous avoir,yes,yes,,,
que je me,3,1306482,1429,8.1,que je me,yes,no,fragment,,
avait eu,2,1305355,1430,5.42,avoir avoir,yes,yes,,,
à coup,2,1304724,1431,2.77,à coup,yes,no,loose,,
que leur,2,1303899,1432,1.19,que son,yes,no,loose,,
un geste,2,1303125,1433,5.25,un geste,yes,no,article + word,,
sais que,2,1302233,1434,3.55,savoir que,yes,no,fragment,,
fois de,2,1302093,1435,0.09,fois de,yes,no,fragment; loose,,
de parler,2,1300996,1436,1.75,de parler,yes,no,fragment; loose,,
la réponse,2,1300308,1437,3.38,le réponse,yes,no,article + word,,
avait une,2,1298086,1438,0.53,avoir un,yes,no,fragment; loose,,
l' ensemble des,3,1297431,1439,9.17,le ensemble un,yes,no,fragment,,
le marché,2,1297312,1440,3.68,le marché,yes,no,article + word,,
nombre d',2,1297089,1441,3.63,nombre de,yes,no,fragment,,
au nom,2,1296272,1442,4.35,au nom,yes,no,article + word,,
main sur,2,1295700,1443,4.1,main sur,yes,no,fragment,,
en faisant,2,1295539,1444,4.6,en faire,yes,yes,,,
la pratique,2,1295237,1445,3.38,le pratique,yes,no,article + word,,
pour sa,2,1295118,1446,0.92,pour son,yes,no,fragment; loose,,
un temps,2,1294903,1447,1.64,un temps,yes,no,article + word; loose,,
cette dernière,2,1293747,1448,6.48,ce dernier,yes,no,article + word,,
en arrière,2,1293158,1449,4.81,en arrière,yes,yes,,,
l' ombre,2,1293113,1450,4.9,le ombre,yes,no,article + word,,
dont elle,2,1291852,1451,2.88,dont lui,yes,no,written style; loose,,
me faire,2,1291849,1452,3.71,me faire,yes,yes,,,
jours de,2,1290802,1453,1.22,jour de,yes,no,fragment; loose,,
dans cet,2,1290759,1454,3.07,dans ce,yes,no,,,
et autres,2,1289846,1455,0.91,et autre,yes,no,fragment; loose,,
après les,2,1289569,1456,1.25,après le,yes,no,fragment; loose,,
était de,2,1286986,1457,-1.85,être de,yes,no,fragment; loose,,
principe de,2,1286696,1458,2.6,principe de,yes,no,fragment; loose,,
la voie,2,1286337,1459,3.72,le voie,yes,no,article + word,,
par ce,2,1285905,1460,0.48,par ce,yes,no,fragment; loose,,
ces derniers,2,1285774,1461,8.06,ce dernier,yes,no,article + word,,
la figure,2,1285717,1462,3.14,le figurer,yes,no,article + word,,
l' idée de,3,1284714,1463,7.41,le idée de,yes,no,fragment,,
la douleur,2,1283221,1464,4.01,le douleur,yes,no,article + word,,
aux autres,2,1282621,1465,4.29,aux autre,yes,no,article + word,,
sur mon,2,1280972,1466,2.56,sur mon,yes,no,fragment; loose,,
yeux de,2,1278485,1467,0.58,oeil de,yes,no,fragment; loose,,
à son tour,3,1277563,1468,10.97,à son tour,yes,yes,,,
le rapport,2,1276124,1469,2.96,le rapport,yes,no,article + word; loose,,
à savoir,2,1275872,1470,2.69,à savoir,yes,no,loose,,
pas moins,2,1275545,1471,3.02,pas moins,yes,yes,,,
faire le,2,1274523,1472,0.44,faire le,yes,no,fragment; loose,,
la mémoire,2,1273479,1473,3.64,le mémoire,yes,no,article + word,,
quand le,2,1273446,1474,1.05,quand le,yes,no,fragment; loose,,
la littérature,2,1273203,1475,4.45,le littérature,yes,no,article + word,,
mais ils,2,1272667,1476,2.41,mais il,yes,no,loose,,
la théorie,2,1272460,1477,4.13,le théorie,yes,no,article + word,,
de choses,2,1272007,1478,1.64,de chose,yes,no,fragment; loose,,
ne sait,2,1271550,1479,5.3,ne savoir,yes,yes,,,
au bord,2,1271412,1480,5.93,au bord,yes,no,article + word,,
mais de,2,1270770,1481,-2.05,mais de,yes,no,fragment; loose,,
de la France,3,1270691,1482,6.19,de le France,no,no,fragment; rare word,,
l' œil,2,1270618,1483,3.88,le œil,yes,no,article + word,,
tout comme,2,1269468,1484,2.44,tout comme,yes,no,loose,,
lorsque le,2,1269453,1485,2.62,lorsque le,yes,no,fragment; loose,,
présence de,2,1267673,1486,2.29,présence de,yes,no,fragment; loose,,
le prix,2,1267588,1487,3.27,le prix,yes,no,article + word,,
objet de,2,1266777,1488,2.13,objet de,yes,no,fragment; loose,,
être le,2,1265974,1489,-0.18,être le,yes,no,fragment; loose,,
de toi,2,1265796,1490,1.14,de toi,yes,no,fragment; loose,,
bord de,2,1265534,1491,2.89,bord de,yes,no,fragment; loose,,
pas toujours,2,1265160,1492,2.92,pas toujours,yes,no,loose,,
sa famille,2,1265053,1493,5.45,son famille,yes,no,article + word,,
le vent,2,1264617,1494,4.43,le vent,yes,no,article + word,,
le plus souvent,3,1263580,1495,10.03,le plus souvent,yes,yes,,,
ses parents,2,1263240,1496,6.32,son parent,yes,no,article + word,,
d ' autres,3,1263203,1497,,d ' autre,no,no,rare word,,
nous l',2,1261841,1498,-0.47,nous le,yes,no,fragment; loose,,
l' étude,2,1261715,1499,4.3,le étude,yes,no,article + word,,
et a,2,1261527,1500,-1.48,et avoir,yes,no,fragment; loose,,
par conséquent,2,1260786,1501,7.42,par conséquent,yes,yes,,,
de santé,2,1259682,1502,2.7,de santé,yes,no,fragment; loose,,
à de,2,1258929,1503,-4.47,à de,yes,no,fragment; loose,,
mis à,2,1258302,1504,3.34,mis à,yes,no,fragment,,
d' un air,3,1257193,1505,9.49,de un air,yes,yes,,,
veux pas,2,1256670,1506,4.49,vouloir pas,yes,yes,,,
vous savez,2,1256206,1507,7.42,vous savoir,yes,yes,,,
autour d',2,1255216,1508,3.62,autour de,yes,no,fragment,,
le sentiment,2,1254914,1509,4.12,le sentiment,yes,no,article + word,,
pas se,2,1254850,1510,0.09,pas se,yes,no,fragment; loose,,
dans tous les,3,1254101,1511,7.94,dans tout le,yes,no,fragment,,
d' amour,2,1254069,1512,3.55,de amour,yes,yes,,,
homme de,2,1253239,1513,0.14,homme de,yes,no,fragment; loose,,
la fille,2,1253095,1514,2.3,le fille,yes,no,article + word; loose,,
partie du,2,1253023,1515,3.36,partie du,yes,no,fragment,,
tous les deux,3,1252358,1516,10.38,tout le deux,yes,yes,,,
avoir été,2,1251980,1517,5.22,avoir être,yes,yes,,,
avoir une,2,1251426,1518,2.2,avoir un,yes,no,fragment; loose,,
ne faut,2,1251170,1519,3.67,ne falloir,yes,yes,,,
nous avions,2,1250673,1520,7.46,nous avions,yes,yes,,,
comme elle,2,1250577,1521,1.22,comme lui,yes,no,loose,,
de sa vie,3,1250323,1522,8.24,de son vie,yes,no,fragment,,
de trouver,2,1250077,1523,2.01,de trouver,yes,no,fragment; loose,,
la crise,2,1250033,1524,4.04,le crise,yes,no,article + word,,
coup d' œil,3,1248527,1525,15.92,coup de œil,yes,yes,,,
l' administration,2,1248326,1526,4.73,le administration,yes,no,article + word,,
début du,2,1248278,1527,4.49,début du,yes,no,fragment,,
le coup,2,1248102,1528,2.61,le coup,yes,no,article + word; loose,,
l' intention,2,1248073,1529,4.93,le intention,yes,no,article + word,,
un monde,2,1248056,1530,2.18,un monde,yes,no,article + word; loose,,
deux ans,2,1247559,1531,5.57,deux an,yes,yes,,,
le mouvement,2,1247530,1532,3.49,le mouvement,yes,no,article + word,,
la liste,2,1246949,1533,4.12,le liste,yes,no,article + word,,
le caractère,2,1246469,1534,3.89,le caractère,yes,no,article + word,,
mois de,2,1245723,1535,1.63,mois de,yes,no,fragment; loose,,
la conscience,2,1245020,1536,3.19,le conscience,yes,no,article + word,,
de rire,2,1244492,1537,2.8,de rire,yes,no,fragment; loose,,
l' égard,2,1244421,1538,4.7,le égard,yes,no,article + word,,
lui ai,2,1244187,1539,2.98,luire avoir,yes,no,loose,,
et cela,2,1242559,1540,1.14,et celer,yes,no,fragment; loose,,
le peuple,2,1241528,1541,3.82,le peuple,yes,no,article + word,,
la nécessité,2,1241295,1542,4.45,le nécessiter,yes,no,article + word,,
les États,2,1240642,1543,,le États,no,no,article + word; rare word,,
pas des,2,1239928,1544,-1.17,pas un,yes,no,fragment; loose,,
du Nord,2,1239546,1545,,du Nord,no,no,article + word; rare word,,
l' exercice,2,1239296,1546,4.63,le exercice,yes,no,article + word,,
selon la,2,1237847,1547,2.03,selon le,yes,no,fragment; loose,,
ne te,2,1237698,1548,3.62,ne te,yes,no,fragment,,
je ne veux,3,1237658,1549,11.91,je ne vouloir,yes,yes,,,
vous me,2,1236931,1550,2.4,vous me,yes,no,fragment; loose,,
réussi à,2,1236047,1551,5.04,réussir à,yes,no,fragment,,
le sang,2,1235682,1552,3.49,le sang,yes,no,article + word,,
mais si,2,1234524,1553,2.2,mais si,yes,no,loose,,
prise en,2,1234218,1554,4.27,prise en,yes,no,fragment,,
tout ça,2,1234073,1555,4.12,tout ça,yes,yes,,,
la responsabilité,2,1232200,1556,4.11,le responsabilité,yes,no,article + word,,
ses cheveux,2,1231015,1557,6.72,son cheveu,yes,no,article + word,,
la sécurité,2,1230537,1558,3.44,le sécurité,yes,no,article + word,,
à tous les,3,1230032,1559,6.72,à tout le,yes,no,fragment,,
qui va,2,1230031,1560,3.39,qui aller,yes,yes,,,
effet de,2,1229427,1561,1.07,effet de,yes,no,fragment; loose,,
le groupe,2,1228812,1562,3.2,le groupe,yes,no,article + word,,
delà de,2,1228072,1563,3.05,delà de,yes,no,fragment,,
l' extérieur,2,1228071,1564,4.89,le extérieur,yes,no,article + word,,
fait le,2,1227220,1565,0.13,faire le,yes,no,fragment; loose,,
ne doit,2,1226430,1566,3.94,ne doit,yes,yes,,,
pour y,2,1226131,1567,1.39,pour y,yes,no,loose,,
plus haut,2,1226024,1568,5.31,plus haut,yes,yes,,,
pour aller,2,1225619,1569,4.31,pour aller,yes,yes,,,
ne soit,2,1225533,1570,3.43,ne être,yes,yes,,,
les grands,2,1225250,1571,3.51,le grand,yes,no,article + word,,
une société,2,1224994,1572,3.74,un société,yes,no,article + word,,
son propre,2,1224964,1573,5.27,son propre,yes,no,article + word,,
au centre,2,1224393,1574,5.24,au centre,yes,no,article + word,,
est possible,2,1224351,1575,3.88,être possible,yes,yes,,,
de la population,3,1224298,1576,8.1,de le population,yes,no,fragment,,
l' éducation,2,1224036,1577,4.5,le éducation,yes,no,article + word,,
de la part,3,1223141,1578,6.11,de le part,yes,no,fragment,,
avoir un,2,1222441,1579,1.88,avoir un,yes,no,fragment; loose,,
de ton,2,1220963,1580,1.18,de ton,yes,no,fragment; loose,,
doivent être,2,1220260,1581,7.02,devoir être,yes,yes,,,
et d' une,3,1220243,1582,3.76,et de un,yes,no,fragment,,
l' environnement,2,1220078,1583,4.66,le environnement,yes,no,article + word,,
on va,2,1219582,1584,4.57,on aller,yes,yes,,,
en deux,2,1219066,1585,0.94,en deux,yes,no,loose,,
au même,2,1218490,1586,1.6,au même,yes,no,article + word; loose,,
lors de la,3,1218376,1587,6.81,lors de le,yes,no,fragment,,
le but,2,1217540,1588,3.92,le but,yes,no,article + word,,
pas du tout,3,1216689,1589,7.86,pas du tout,yes,yes,,,
est vrai,2,1216270,1590,4.15,être vrai,yes,yes,,,
ça va,2,1216140,1591,6.49,ça aller,yes,yes,,,
il doit,2,1215714,1592,2.85,il doit,yes,no,loose,,
le projet,2,1215541,1593,3.48,le projet,yes,no,article + word,,
la religion,2,1215195,1594,4.16,le religion,yes,no,article + word,,
pour avoir,2,1214555,1595,2.69,pour avoir,yes,no,loose,,
plus rien,2,1214337,1596,3.39,plus rien,yes,yes,,,
à dire,2,1212820,1597,1.4,à dire,yes,no,loose,,
était à,2,1212465,1598,-0.68,être à,yes,no,fragment; loose,,
les membres,2,1210368,1599,3.91,le membre,yes,no,article + word,,
taux de,2,1209330,1600,3.24,taux de,yes,no,fragment,,
la protection,2,1207600,1601,3.91,le protection,yes,no,article + word,,
et avec,2,1205965,1602,-1.01,et avec,yes,no,fragment; loose,,
l' histoire de,3,1205054,1603,6.75,le histoire de,yes,no,fragment,,
sa place,2,1204715,1604,4.71,son place,yes,no,article + word,,
peur de,2,1203953,1605,2.14,peur de,yes,no,fragment; loose,,
à toute,2,1203467,1606,1.43,à toute,yes,no,loose,,
se rendre,2,1202566,1607,5.2,se rendre,yes,yes,,,
de personnes,2,1202091,1608,1.58,de personne,yes,no,fragment; loose,,
l ' autre,3,1201395,1609,,l ' autre,no,no,rare word,,
de bien,2,1201054,1610,-1.34,de bien,yes,no,fragment; loose,,
rien d',2,1200414,1611,1.94,rien de,yes,no,fragment; loose,,
la philosophie,2,1198923,1612,4.22,le philosophie,yes,no,article + word,,
ne la,2,1198609,1613,-2.07,ne le,yes,no,fragment; loose,,
y a des,3,1198430,1614,8.01,y avoir un,yes,no,fragment,,
prêt à,2,1197908,1615,4.84,prêt à,yes,no,fragment,,
pas eu,2,1197136,1616,4,pas avoir,yes,yes,,,
la violence,2,1196938,1617,4.15,le violence,yes,no,article + word,,
faire la,2,1196494,1618,-0.07,faire le,yes,no,fragment; loose,,
ce matin,2,1196317,1619,5.2,ce matin,yes,no,article + word,,
lui en,2,1196004,1620,-0.13,luire en,yes,no,fragment; loose,,
vie et,2,1195797,1621,1,vie et,yes,no,fragment; loose,,
moi qui,2,1195385,1622,2.08,moi qui,yes,no,loose,,
on en,2,1194644,1623,-0.2,on en,yes,no,fragment; loose,,
à l' égard,3,1193905,1624,10.27,à le égard,yes,yes,,,
d' un ton,3,1191904,1625,9.31,de un ton,yes,no,fragment,,
que se,2,1191827,1626,-0.57,que se,yes,no,fragment; loose,,
la foule,2,1191549,1627,4.43,le foule,yes,no,article + word,,
la question de,3,1191331,1628,6.25,le question de,yes,no,fragment,,
au premier,2,1190915,1629,4,au premier,yes,no,article + word,,
la peur,2,1190493,1630,2.87,le peur,yes,no,article + word; loose,,
le site,2,1189431,1631,4.29,le site,yes,no,article + word,,
dit le,2,1189015,1632,0.62,dire le,yes,no,fragment; loose,,
un long,2,1188413,1633,3.67,un long,yes,no,article + word,,
en faire,2,1187457,1634,1,en faire,yes,no,loose,,
l' enseignement,2,1187429,1635,4.71,le enseignement,yes,no,article + word,,
au bout de,3,1186316,1636,9.5,au bout de,yes,no,fragment,,
je ne me,3,1185749,1637,8.78,je ne me,yes,no,fragment,,
notion de,2,1184856,1638,3.39,notion de,yes,no,fragment,,
était une,2,1184545,1639,0.21,être un,yes,no,fragment; loose,,
l' un de,3,1183359,1640,1.84,le un de,yes,no,fragment; loose,,
rôle de,2,1182411,1641,2.15,rôle de,yes,no,fragment; loose,,
en plein,2,1182311,1642,4.43,en plein,yes,yes,,,
le résultat,2,1182102,1643,4.42,le résultat,yes,no,article + word,,
qui concerne,2,1181709,1644,6.02,qui concerner,yes,yes,,,
pour leur,2,1181419,1645,1.6,pour son,yes,no,loose,,
tour de,2,1181236,1646,1.87,tour de,yes,no,fragment; loose,,
conditions de,2,1181116,1647,2.35,condition de,yes,no,fragment; loose,,
de l' entreprise,3,1181086,1648,7.9,de le entreprise,yes,no,fragment,,
après une,2,1179643,1649,1.84,après un,yes,no,fragment; loose,,
à ceux,2,1179142,1650,2.14,à celui,yes,no,loose,,
d' une part,3,1178878,1651,9.39,de un part,yes,yes,,,
peu d',2,1178101,1652,1.68,peu de,yes,no,fragment; loose,,
du groupe,2,1177408,1653,4.33,du groupe,yes,no,article + word,,
a toujours,2,1177276,1654,3.24,avoir toujours,yes,yes,,,
entre deux,2,1177229,1655,4.31,entrer deux,yes,yes,,,
que moi,2,1175115,1656,1.63,que moi,yes,no,loose,,
du Sud,2,1174300,1657,,du Sud,no,no,article + word; rare word,,
l' acte,2,1174195,1658,4.2,le acte,yes,no,article + word,,
la matière,2,1173999,1659,3.24,le matière,yes,no,article + word,,
un an,2,1173781,1660,4.61,un an,yes,no,article + word,,
que tu as,3,1173691,1661,12.32,que tu avoir,yes,yes,,,
la foi,2,1172877,1662,3.77,le foi,yes,no,article + word,,
pour l,2,1172799,1663,,pour l,yes,no,,,
la forêt,2,1172728,1664,4.46,le forêt,yes,no,article + word,,
et je ne,3,1171905,1665,5.44,et je ne,yes,no,fragment,,
mon cœur,2,1170866,1666,6.28,mon cœur,yes,no,article + word,,
ville de,2,1170263,1667,1.22,ville de,yes,no,fragment; loose,,
dans la mesure,3,1170025,1668,9.57,dans le mesure,yes,yes,,,
après un,2,1169575,1669,1.55,après un,yes,no,fragment; loose,,
la durée,2,1169401,1670,3.98,le durée,yes,no,article + word,,
y en,2,1169062,1671,0.42,y en,yes,no,fragment; loose,,
laquelle il,2,1167989,1672,3.57,lequel il,yes,no,written style,,
en direction,2,1166918,1673,4.17,en direction,yes,yes,,,
en elle,2,1165814,1674,-1.05,en lui,yes,no,loose,,
vous l',2,1165745,1675,-0.71,vous le,yes,no,fragment; loose,,
sans cesse,2,1165730,1676,8.38,sans cesser,yes,yes,,,
et cette,2,1165551,1677,-0.56,et ce,yes,no,fragment; loose,,
de production,2,1164275,1678,2.72,de production,yes,no,fragment; loose,,
commence à,2,1164163,1679,4.5,commencer à,yes,no,fragment,,
de l' article,3,1163093,1680,7.66,de le article,yes,no,fragment,,
sur le plan,3,1162847,1681,10.73,sur le plan,yes,yes,,,
depuis longtemps,2,1162509,1682,8.11,depuis longtemps,yes,yes,,,
fait l',2,1162138,1683,0.27,faire le,yes,no,fragment; loose,,
l' hôpital,2,1161896,1684,5.12,le hôpital,yes,no,article + word,,
sa bouche,2,1161512,1685,6.35,son bouche,yes,no,article + word,,
président de,2,1160907,1686,2.46,président de,yes,no,fragment; loose,,
de fer,2,1160752,1687,3.6,de fer,yes,no,fragment,,
temps que,2,1160717,1688,1.75,temps que,yes,no,fragment; loose,,
des relations,2,1159289,1689,4.5,un relation,yes,no,article + word,,
l' usage,2,1159233,1690,4.47,le usage,yes,no,article + word,,
le meilleur,2,1158557,1691,4.54,le meilleur,yes,no,article + word,,
d' ici,2,1158017,1692,2.49,de ici,yes,no,loose,,
cas d',2,1157571,1693,2.44,cas de,yes,no,fragment; loose,,
la porte de,3,1157449,1694,6.03,le porte de,yes,no,fragment,,
de développement,2,1155751,1695,2.03,de développement,yes,no,fragment; loose,,
en cause,2,1154775,1696,3.61,en cause,yes,yes,,,
avait l',2,1154705,1697,-0.43,avoir le,yes,no,fragment; loose,,
regard de,2,1153786,1698,1.24,regard de,yes,no,fragment; loose,,
ne plus,2,1152926,1699,0.46,ne plus,yes,no,loose,,
des mots,2,1152219,1700,3.7,un mot,yes,no,article + word,,
la moitié,2,1152107,1701,3.9,le moitié,yes,no,article + word,,
sont plus,2,1152065,1702,1.81,être plus,yes,no,loose,,
du Code,2,1151889,1703,,du Code,no,no,article + word; rare word,,
sur elle,2,1151583,1704,0.32,sur lui,yes,no,loose,,
se dit,2,1151539,1705,2.48,se dire,yes,no,loose,,
de penser,2,1150946,1706,2.46,de penser,yes,no,fragment; loose,,
quand ils,2,1149917,1707,4.2,quand il,yes,yes,,,
le lit,2,1149405,1708,3.36,le lit,yes,no,article + word,,
consiste à,2,1148243,1709,4.95,consister à,yes,no,fragment,,
l' attention,2,1148185,1710,3.63,le attention,yes,no,article + word,,
reste de,2,1146818,1711,1.27,reste de,yes,no,fragment; loose,,
la puissance,2,1146604,1712,3.76,le puissance,yes,no,article + word,,
des questions,2,1145824,1713,4.17,un question,yes,no,article + word,,
une idée,2,1144721,1714,3.66,un idée,yes,no,article + word,,
l' humanité,2,1143058,1715,5.08,le humanité,yes,no,article + word,,
pas besoin,2,1141756,1716,4.12,pas besoin,yes,yes,,,
à quel,2,1139975,1717,3.02,à quel,yes,yes,,,
projet de,2,1139757,1718,2.22,projet de,yes,no,fragment; loose,,
la ligne,2,1139643,1719,3.41,le ligne,yes,no,article + word,,
ce temps,2,1138990,1720,2.6,ce temps,yes,no,article + word; loose,,
possibilité de,2,1137955,1721,3.27,possibilité de,yes,no,fragment,,
et pourtant,2,1137851,1722,2.72,et pourtant,yes,no,fragment; loose,,
sans que,2,1137796,1723,1.12,sans que,yes,no,fragment; loose,,
pas très,2,1137597,1724,2.34,pas très,yes,no,loose,,
forme d',2,1137114,1725,3.29,forme de,yes,no,fragment,,
au sujet,2,1136551,1726,4.82,au sujet,yes,no,article + word,,
la carte,2,1136327,1727,3.63,le carte,yes,no,article + word,,
pas tout,2,1136095,1728,1.03,pas tout,yes,no,loose,,
lui qui,2,1136065,1729,0.56,luire qui,yes,no,loose,,
a le,2,1135813,1730,-1.55,avoir le,yes,no,fragment; loose,,
mesure de,2,1134462,1731,1.96,mesure de,yes,no,fragment; loose,,
pour cette,2,1133531,1732,1.03,pour ce,yes,no,fragment; loose,,
à en,2,1133378,1733,-2.8,à en,yes,no,fragment; loose,,
nous pouvons,2,1133348,1734,7.56,nous pouvoir,yes,yes,,,
droit à,2,1133062,1735,1.95,droit à,yes,no,fragment; loose,,
ne sera,2,1132978,1736,4.26,ne être,yes,yes,,,
l' avoir,2,1132636,1737,1.26,le avoir,yes,no,article + word; loose,,
du Conseil,2,1132429,1738,,du Conseil,no,no,article + word; rare word,,
après tout,2,1132214,1739,3.77,après tout,yes,yes,,,
il les,2,1131971,1740,-2.52,il le,yes,no,fragment; loose,,
de la mort,3,1131439,1741,6.19,de le mort,yes,no,fragment,,
en pleine,2,1131365,1742,4.92,en plein,yes,yes,,,
le champ,2,1131128,1743,4.03,le champ,yes,no,article + word,,
de la rue,3,1130960,1744,6.96,de le rue,yes,no,fragment,,
une question,2,1130772,1745,3.24,un question,yes,no,article + word,,
mais pour,2,1130207,1746,0.49,mais pour,yes,no,fragment; loose,,
avant tout,2,1129036,1747,4.08,avant tout,yes,yes,,,
elle et,2,1128561,1748,-1.83,lui et,yes,no,fragment; loose,,
à moins,2,1128530,1749,1.36,à moins,yes,no,loose,,
l' information,2,1128405,1750,4.23,le information,yes,no,article + word,,
la lecture,2,1128183,1751,3.92,le lecture,yes,no,article + word,,
tête et,2,1127585,1752,1.57,tête et,yes,no,fragment; loose,,
ordre de,2,1127483,1753,1.7,ordre de,yes,no,fragment; loose,,
de base,2,1127287,1754,2.44,de base,yes,no,fragment; loose,,
en ce qui,3,1127251,1755,5.94,en ce qui,yes,no,,,
comme nous,2,1126348,1756,1.97,comme nous,yes,no,loose,,
être une,2,1125831,1757,0.66,être un,yes,no,fragment; loose,,
des États,2,1125476,1758,,un États,no,no,article + word; rare word,,
en le,2,1124836,1759,-2.9,en le,yes,no,fragment; loose,,
permis de,2,1124737,1760,3.21,permis de,yes,no,fragment,,
tout d',2,1124060,1761,0.17,tout de,yes,no,fragment; loose,,
à quelques,2,1123334,1762,1.43,à quelque,yes,no,loose,,
sur la table,3,1123187,1763,10.37,sur le table,yes,yes,,,
quelques minutes,2,1122872,1764,8.45,quelque minuter,yes,yes,,,
mode de,2,1119612,1765,2.83,mode de,yes,no,fragment; loose,,
je fais,2,1119088,1766,5.29,je faire,yes,yes,,,
la reine,2,1118690,1767,4.39,le reine,yes,no,article + word,,
une seconde,2,1118304,1768,4.65,un seconde,yes,no,article + word,,
y a un,3,1118079,1769,7.96,y avoir un,yes,no,fragment,,
en termes,2,1118020,1770,4.64,en terme,yes,yes,,,
les règles,2,1117816,1771,4.36,le règle,yes,no,article + word,,
les relations,2,1117690,1772,4.06,le relation,yes,no,article + word,,
toute sa,2,1117689,1773,3.95,toute son,yes,no,fragment,,
celui des,2,1116329,1774,2.23,celui un,yes,no,fragment; loose,,
un pas,2,1114707,1775,-1.27,un pas,yes,no,article + word; loose,,
la presse,2,1113193,1776,4.16,le presse,yes,no,article + word,,
car elle,2,1113017,1777,3.39,car lui,yes,yes,,,
selon le,2,1112830,1778,2.3,selon le,yes,no,fragment; loose,,
chez moi,2,1112256,1779,5.74,chez moi,yes,yes,,,
pense que,2,1112232,1780,4.51,penser que,yes,no,fragment,,
le second,2,1112058,1781,4.16,le second,yes,no,article + word,,
service de,2,1112053,1782,1.88,service de,yes,no,fragment; loose,,
des produits,2,1111724,1783,4.35,un produit,yes,no,article + word,,
la zone,2,1111564,1784,4.04,le zone,yes,no,article + word,,
sa chambre,2,1109887,1785,5.49,son chambre,yes,no,article + word,,
les cheveux,2,1109575,1786,3.92,le cheveu,yes,no,article + word,,
le passé,2,1109511,1787,2.73,le passé,yes,no,article + word; loose,,
en temps,2,1109228,1788,1.35,en temps,yes,no,loose,,
une longue,2,1108304,1789,4.92,un longue,yes,no,article + word,,
l' équipe,2,1108140,1790,4.53,le équipe,yes,no,article + word,,
des pays,2,1108138,1791,2.57,un pays,yes,no,article + word; loose,,
la vieille,2,1107165,1792,3.9,le vieux,yes,no,article + word,,
peu près,2,1107134,1793,6.9,peu près,yes,yes,,,
le risque,2,1106531,1794,3.59,le risque,yes,no,article + word,,
un coup d',3,1106199,1795,9.44,un coup de,yes,no,fragment,,
ne veux pas,3,1105489,1796,11.66,ne vouloir pas,yes,yes,,,
fait une,2,1105147,1797,0.99,faire un,yes,no,fragment; loose,,
tu peux,2,1104970,1798,6.66,tu pouvoir,yes,yes,,,
la surface,2,1104921,1799,4.33,le surface,yes,no,article + word,,
pas vraiment,2,1104769,1800,4.3,pas vraiment,yes,yes,,,
mais ne,2,1104567,1801,0.72,mais ne,yes,no,fragment; loose,,
l' arrivée,2,1104470,1802,4.25,le arrivée,yes,no,article + word,,
la deuxième,2,1103916,1803,3.37,le deuxième,yes,no,article + word,,
le lieu,2,1102985,1804,2.27,le lieu,yes,no,article + word; loose,,
ce sont les,3,1102614,1805,7.28,ce être le,yes,no,fragment,,
moins que,2,1102547,1806,2.23,moins que,yes,no,fragment; loose,,
suite de,2,1102265,1807,1.61,suite de,yes,no,fragment; loose,,
à la main,3,1101989,1808,7.04,à le main,yes,yes,,,
un lieu,2,1100853,1809,2.99,un lieu,yes,no,article + word; loose,,
l' ont,2,1100655,1810,0.66,le avoir,yes,no,article + word; loose,,
dans la salle,3,1100508,1811,9.75,dans le salle,yes,yes,,,
le Conseil,2,1100263,1812,,le Conseil,no,no,article + word; rare word,,
