phrase,n,freq_books,rank,mi,lemma_key,spoken_words,auto_keep,auto_reason,keep,notes
de la civilisation,3,235685,7771,7.43,de le civilisation,yes,no,fragment,,
il va falloir,3,235578,7772,16.36,il aller falloir,yes,yes,,,
d' une famille,3,235571,7773,7.58,de un famille,yes,yes,,,
main sur la,3,235557,7774,6.76,main sur le,yes,no,fragment,,
de la défense,3,235221,7775,6.32,de le défense,yes,no,fragment,,
et je lui,3,235148,7776,3.99,et je luire,yes,no,fragment,,
la forme d' un,4,235102,7777,12.4,le forme de un,yes,no,fragment,,
aide d' un,3,234669,7778,8.12,aide de un,yes,no,fragment,,
je vous l',3,234573,7779,4.18,je vous le,yes,no,fragment,,
je me suis dit,4,234570,7780,19.01,je me être dire,yes,yes,,,
de l' Allemagne,3,234508,7781,7.02,de le Allemagne,no,no,fragment; rare word,,
l ' Europe,3,234464,7782,,l ' Europe,no,no,rare word,,
un peu plus tard,4,234441,7783,18.87,un peu plus tard,yes,yes,,,
et des autres,3,234434,7784,4.66,et un autre,yes,no,fragment,,
le vieil homme,3,234358,7785,13.87,le vieux homme,yes,yes,,,
dans le chapitre,3,234357,7786,7.78,dans le chapitrer,yes,yes,,,
y avait de,3,234286,7787,4.69,y avoir de,yes,no,fragment,,
un à l',3,234243,7788,0.76,un à le,yes,no,fragment; loose,,
que ce sont,3,234233,7789,5.75,que ce être,yes,yes,,,
contrairement à ce,3,234215,7790,10.64,contrairement à ce,yes,no,fragment,,
à l ' intérieur,4,234164,7791,,à l ' intérieur,no,no,rare word,,
auprès de la,3,234151,7792,5.52,auprès de le,yes,no,fragment,,
sur ses épaules,3,234147,7793,12.52,sur son épauler,yes,yes,,,
de travail et,3,234122,7794,3.96,de travail et,yes,no,fragment,,
pour ce faire,3,234111,7795,6.96,pour ce faire,yes,yes,,,
je commence à,3,234008,7796,9.39,je commencer à,yes,no,fragment,,
sont les plus,3,233940,7797,5.34,être le plus,yes,yes,,,
ce qui avait,3,233739,7798,5.88,ce qui avoir,yes,yes,,,
de Dieu et,3,233660,7799,,de Dieu et,no,no,fragment; rare word,,
et dont la,3,233645,7800,3.64,et dont le,yes,no,fragment; written style,,
lui avait fait,3,233570,7801,8.82,luire avoir faire,yes,yes,,,
l' autre et,3,233553,7802,4,le autre et,yes,no,fragment,,
qui ne l',3,233523,7803,3.18,qui ne le,yes,no,fragment,,
à partir de l',4,233405,7804,10.49,à partir de le,yes,no,fragment,,
vous ne pouvez pas,4,233342,7805,18.92,vous ne pouvoir pas,yes,yes,,,
près d' elle,3,233319,7806,8.3,près de lui,yes,yes,,,
pour ça que,3,233287,7807,6.81,pour ça que,yes,no,fragment,,
de la jeune fille,4,233177,7808,15.53,de le jeune fille,yes,no,fragment,,
un coin de,3,233054,7809,7.21,un coin de,yes,no,fragment,,
à l' enfant,3,233010,7810,5.97,à le enfant,yes,yes,,,
de la foule,3,232993,7811,6.45,de le foule,yes,no,fragment,,
faut que tu,3,232939,7812,9.46,falloir que tu,yes,yes,,,
le biais de,3,232925,7813,8.22,le biais de,yes,no,fragment,,
la formation des,3,232897,7814,7.27,le formation un,yes,no,fragment,,
l' autre de,3,232849,7815,2.91,le autre de,yes,no,fragment; loose,,
de l' idée,3,232733,7816,4.94,de le idée,yes,no,fragment,,
l' aide d' un,4,232720,7817,13.87,le aide de un,yes,no,fragment,,
de l' unité,3,232649,7818,6.98,de le unité,yes,no,fragment,,
elle ne l',3,232548,7819,3.55,lui ne le,yes,no,fragment,,
pour ma part,3,232518,7820,11.25,pour mon part,yes,yes,,,
est important de,3,232351,7821,6.89,être important de,yes,no,fragment,,
la mise en œuvre de,5,232321,7822,22.87,le mise en œuvre de,yes,no,fragment,,
existence d' une,3,232296,7823,8.57,existence de un,yes,no,fragment,,
de tout son,3,232283,7824,3.73,de tout son,yes,no,fragment,,
y a bien,3,232146,7825,8.26,y avoir bien,yes,yes,,,
de la dette,3,232043,7826,7.66,de le dette,yes,no,fragment,,
tu crois que,3,231935,7827,11.08,tu croire que,yes,no,fragment,,
base de données,3,231932,7828,13.12,base de donner,yes,yes,,,
quand on a,3,231922,7829,8.74,quand on avoir,yes,yes,,,
de sa chambre,3,231556,7830,7.6,de son chambre,yes,no,fragment,,
quelques jours plus,3,231438,7831,12.51,quelque jour plus,yes,yes,,,
elle d' un,3,231269,7832,2.96,lui de un,yes,no,fragment; loose,,
de la Chine,3,231228,7833,6.83,de le Chine,no,no,fragment; rare word,,
de l' association,3,231143,7834,6.91,de le association,yes,no,fragment,,
je pensais que,3,231123,7835,11.51,je penser que,yes,no,fragment,,
ne sais plus,3,231106,7836,9.58,ne savoir plus,yes,yes,,,
et à sa,3,231099,7837,2.43,et à son,yes,no,fragment; loose,,
au moyen de,3,231083,7838,7.26,au moyen de,yes,no,fragment,,
sous le titre,3,230976,7839,11.16,sou le titre,yes,yes,,,
à côté d' elle,4,230937,7840,13.65,à côté de lui,yes,yes,,,
contrôle de la,3,230880,7841,5.46,contrôler de le,yes,no,fragment,,
un projet de,3,230876,7842,6.18,un projet de,yes,no,fragment,,
de l' escalier,3,230861,7843,7.41,de le escalier,yes,no,fragment,,
que nous allons,3,230847,7844,11.16,que nous aller,yes,yes,,,
la définition de,3,230801,7845,6.38,le définition de,yes,no,fragment,,
que d' un,3,230741,7846,2.15,que de un,yes,no,fragment; loose,,
pied de la,3,230730,7847,5.21,pied de le,yes,no,fragment,,
très peu de,3,230657,7848,7.27,très peu de,yes,no,fragment,,
à des fins,3,230619,7849,9.71,à un fin,yes,yes,,,
je peux vous,3,230599,7850,10.68,je pouvoir vous,yes,yes,,,
vue de l',3,230540,7851,4.94,vue de le,yes,no,fragment,,
dans mes bras,3,230498,7852,12.11,dans mon bras,yes,yes,,,
le bout de,3,230487,7853,5.28,le bout de,yes,no,fragment,,
qui nous a,3,230459,7854,5.82,qui nous avoir,yes,no,,,
et de le,3,230417,7855,-1.55,et de le,yes,no,fragment; loose,,
dans ce pays,3,230395,7856,8.31,dans ce pays,yes,yes,,,
de la seconde,3,230337,7857,5.31,de le seconde,yes,no,fragment,,
dans tous les sens,4,230192,7858,16.62,dans tout le sens,yes,yes,,,
de ce qui se,4,230125,7859,9.27,de ce qui se,yes,no,fragment,,
sur l' ensemble,3,230111,7860,8.04,sur le ensemble,yes,yes,,,
une question de,3,230048,7861,5.31,un question de,yes,no,fragment,,
l ' ai,3,229966,7862,,l ' avoir,no,no,rare word,,
et un peu,3,229763,7863,4.77,et un peu,yes,no,fragment,,
l' ai pas,3,229636,7864,5.2,le avoir pas,yes,yes,,,
la direction du,3,229627,7865,7.48,le direction du,yes,no,fragment,,
l' a pas,3,229600,7866,3.48,le avoir pas,yes,no,,,
une salle de,3,229536,7867,6.48,un salle de,yes,no,fragment,,
les résultats de,3,229449,7868,6.64,le résultat de,yes,no,fragment,,
à la charge,3,229434,7869,6.87,à le charge,yes,yes,,,
l' instar de,3,229345,7870,9.05,le instar de,no,no,fragment; rare word,,
pour le moins,3,229221,7871,6.06,pour le moins,yes,yes,,,
un seul coup,3,229141,7872,12.27,un seul coup,yes,yes,,,
au moment où il,4,229014,7873,17.08,au moment où il,yes,yes,,,
d' une seule,3,228982,7874,7.53,de un seul,yes,yes,,,
pas un mot,3,228979,7875,8.55,pas un mot,yes,yes,,,
tous les soirs,3,228960,7876,14.67,tout le soir,yes,yes,,,
XVII e siècle,3,228847,7877,,XVII e siècle,no,no,rare word,,
l ' expérience,3,228838,7878,,l ' expérience,no,no,rare word,,
pas la même,3,228730,7879,4.01,pas le même,yes,yes,,,
être à la,3,228709,7880,2.56,être à le,yes,no,fragment; loose,,
après avoir été,3,228696,7881,12.62,après avoir être,yes,yes,,,
il nous a,3,228689,7882,5.12,il nous avoir,yes,no,,,
l' on est,3,228652,7883,3.57,le on être,yes,no,,,
d' un pays,3,228603,7884,6.61,de un pays,yes,yes,,,
autour d' une,3,228561,7885,7.71,autour de un,yes,no,fragment,,
du côté des,3,228548,7886,7.34,du côté un,yes,no,fragment,,
par le biais de,4,228359,7887,15.7,par le biais de,yes,no,fragment,,
que tu vas,3,228316,7888,12.36,que tu aller,yes,yes,,,
et de ce,3,228307,7889,0.3,et de ce,yes,no,fragment; loose,,
main sur son,3,228300,7890,9.33,main sur son,yes,no,fragment,,
l' homme à,3,228219,7891,4.7,le homme à,yes,no,fragment,,
de la vie de,4,228213,7892,7.02,de le vie de,yes,no,fragment,,
pour le reste,3,228187,7893,7.19,pour le reste,yes,yes,,,
sujet de la,3,228123,7894,4.6,sujet de le,yes,no,fragment,,
je me rappelle,3,228106,7895,12.94,je me rappeler,yes,yes,,,
dans un grand,3,227890,7896,6.76,dans un grand,yes,yes,,,
d' elle et,3,227728,7897,2.13,de lui et,yes,no,fragment; loose,,
de tous ces,3,227719,7898,6.39,de tout ce,yes,no,fragment,,
d' un monde,3,227680,7899,6,de un monde,yes,yes,,,
mais ce qui,3,227673,7900,5.47,mais ce qui,yes,no,,,
au moins un,3,227596,7901,7.08,au moins un,yes,no,fragment,,
et il faut,3,227533,7902,5.6,et il falloir,yes,no,fragment,,
au risque de,3,227436,7903,7.54,au risque de,yes,no,fragment,,
dans laquelle il,3,227407,7904,8.02,dans lequel il,yes,no,written style,,
toutes ses forces,3,227274,7905,15.44,tout son forcer,yes,yes,,,
plus de temps,3,227221,7906,4.95,plus de temps,yes,yes,,,
à ce jour,3,227175,7907,6.86,à ce jour,yes,yes,,,
après l' autre,3,227037,7908,8.36,après le autre,yes,yes,,,
de lui donner,3,226903,7909,7.66,de luire donner,yes,no,fragment,,
autre côté du,3,226863,7910,10.8,autre côté du,yes,no,fragment,,
il en se,3,226849,7911,2.98,il en se,yes,no,fragment; loose,,
dans le hall,3,226815,7912,10.63,dans le hall,yes,yes,,,
à la personne,3,226741,7913,4.84,à le personne,yes,yes,,,
la faculté de,3,226735,7914,7.54,le faculté de,yes,no,fragment,,
certain nombre d',3,226656,7915,13.81,certain nombre de,yes,no,fragment,,
l' un à l',4,226639,7916,6.47,le un à le,yes,no,fragment,,
d' après le,3,226522,7917,4.72,de après le,yes,no,fragment,,
pendant la guerre,3,226457,7918,10.96,pendant le guerre,yes,yes,,,
de l' Académie,3,226228,7919,,de le Académie,no,no,fragment; rare word,,
vers la fin,3,226181,7920,9.75,vers le fin,yes,yes,,,
A partir de,3,226145,7921,,A partir de,no,no,fragment; rare word,,
à propos du,3,226140,7922,8.1,à propos du,yes,no,fragment,,
dans le cadre des,4,226126,7923,14.16,dans le cadre un,yes,no,fragment; written style,,
un tas de,3,226042,7924,8.75,un tas de,yes,no,fragment,,
la lettre de,3,226033,7925,5.14,le lettre de,yes,no,fragment,,
est d' autant plus,4,226007,7926,15.26,être de autant plus,yes,yes,,,
main sur le,3,225991,7927,7.12,main sur le,yes,no,fragment,,
le Conseil d',3,225935,7928,,le Conseil de,no,no,fragment; rare word,,
mis en œuvre,3,225887,7929,13.43,mis en œuvre,yes,yes,,,
responsable de la,3,225865,7930,6.41,responsable de le,yes,no,fragment,,
pendant que je,3,225852,7931,7.87,pendant que je,yes,yes,,,
comme il le,3,225846,7932,3.23,comme il le,yes,no,fragment,,
parmi les plus,3,225799,7933,8.91,parmi le plus,yes,yes,,,
la charge de,3,225577,7934,5.59,le charge de,yes,no,fragment,,
sont pas les,3,225487,7935,4.69,être pas le,yes,no,fragment,,
vous ne vous,3,225478,7936,6.63,vous ne vous,yes,yes,,,
il existe une,3,225477,7937,8.55,il exister un,yes,no,fragment,,
en charge de,3,225473,7938,6.67,en charge de,yes,no,fragment,,
est d' une,3,225473,7939,2.45,être de un,yes,no,fragment; loose,,
je suis une,3,225390,7940,7.09,je être un,yes,no,fragment,,
et il y a,4,225388,7941,11.13,et il y avoir,yes,no,fragment,,
telle ou telle,3,225367,7942,15.76,tel ou tel,yes,yes,,,
l' État et,3,225267,7943,,le État et,no,no,fragment; rare word,,
politique de la,3,225228,7944,3.92,politique de le,yes,no,fragment,,
elle avait l',3,225219,7945,4.56,lui avoir le,yes,no,fragment,,
état d' esprit,3,225207,7946,11.9,état de esprit,yes,yes,,,
d' un bond,3,225100,7947,11.38,de un bond,yes,yes,,,
image de la,3,225007,7948,5.02,image de le,yes,no,fragment,,
pour en faire,3,224775,7949,5.68,pour en faire,yes,yes,,,
l' image du,3,224749,7950,8.02,le image du,yes,no,fragment,,
et dont les,3,224732,7951,4.29,et dont le,yes,no,fragment; written style,,
faire l' amour,3,224652,7952,9.92,faire le amour,yes,yes,,,
l' existence d' une,4,224617,7953,14.29,le existence de un,yes,no,fragment,,
avec la même,3,224603,7954,4.95,avec le même,yes,yes,,,
en est de,3,224485,7955,0.19,en être de,yes,no,fragment; loose,,
à la porte de,4,224325,7956,9.29,à le porte de,yes,no,fragment,,
la première partie,3,224302,7957,10.42,le première partie,yes,yes,,,
d' un des,3,224300,7958,1.79,de un un,yes,no,fragment; loose,,
dans la pratique,3,224285,7959,7.67,dans le pratique,yes,yes,,,
une fois par,3,224284,7960,7.24,un fois par,yes,no,fragment,,
liée à la,3,224251,7961,8.5,lier à le,yes,no,fragment,,
le point de vue,4,224169,7962,15.51,le point de vue,yes,yes,,,
est le seul,3,224151,7963,6.54,être le seul,yes,yes,,,
aux côtés de,3,224135,7964,10.15,aux côté de,yes,no,fragment,,
de l' Intérieur,3,224108,7965,,de le Intérieur,no,no,fragment; rare word,,
d ' autant,3,223989,7966,,d ' autant,no,no,rare word,,
haut de la,3,223966,7967,4.64,haut de le,yes,no,fragment,,
création d' un,3,223910,7968,8.65,création de un,yes,no,fragment,,
dans le coin,3,223760,7969,8.87,dans le coin,yes,yes,,,
et pour les,3,223748,7970,1.41,et pour le,yes,no,fragment; loose,,
est tout à,3,223715,7971,3.78,être tout à,yes,no,fragment,,
le lien entre,3,223715,7972,11.59,le lien entrer,yes,yes,,,
l' opinion publique,3,223675,7973,16.01,le opinion public,yes,yes,,,
après l' avoir,3,223596,7974,8.78,après le avoir,yes,yes,,,
il est évident,3,223587,7975,10.6,il être évident,yes,yes,,,
afin de ne,3,223580,7976,6.71,afin de ne,yes,no,fragment,,
de cet ouvrage,3,223504,7977,11.31,de ce ouvrage,yes,no,fragment,,
la main dans,3,223495,7978,5.92,le main dans,yes,no,fragment,,
la chance de,3,223493,7979,5.82,le chance de,yes,no,fragment,,
dans la direction,3,223332,7980,7.53,dans le direction,yes,yes,,,
comme si la,3,223325,7981,5.18,comme si le,yes,no,fragment,,
tu veux dire,3,223311,7982,14.22,tu vouloir dire,yes,yes,,,
un quart d',3,223253,7983,10.53,un quart de,yes,no,fragment,,
dans les mains,3,223182,7984,7.52,dans le main,yes,yes,,,
marché du travail,3,223068,7985,13.37,marché du travail,yes,yes,,,
à moins de,3,223014,7986,3.39,à moins de,yes,no,fragment,,
il en a,3,222889,7987,3.04,il en avoir,yes,no,,,
du bout des,3,222801,7988,8.26,du bout un,yes,no,fragment,,
d' où il,3,222792,7989,4.97,de où il,yes,yes,,,
ouvert du lundi au samedi,5,222735,7990,37.59,ouvert du lundi au samedi,yes,yes,,,
à la place de,4,222670,7991,9.14,à le place de,yes,no,fragment,,
de la mort de,4,222665,7992,8.21,de le mort de,yes,no,fragment,,
il avait fait,3,222651,7993,6.82,il avoir faire,yes,yes,,,
de la croissance,3,222632,7994,6.45,de le croissance,yes,no,fragment,,
est celle de,3,222572,7995,4.85,être celui de,yes,no,fragment,,
pas question de,3,222547,7996,5.83,pas question de,yes,no,fragment,,
dans un petit,3,222512,7997,7.01,dans un petit,yes,yes,,,
à l' église,3,222466,7998,7.08,à le église,yes,yes,,,
et elle a,3,222462,7999,3.36,et lui avoir,yes,no,fragment,,
au fond d',3,222462,8000,8.98,au fond de,yes,no,fragment,,
de la fin du,4,222442,8001,10.58,de le fin du,yes,no,fragment,,
je ne sais plus,4,222432,8002,16.73,je ne savoir plus,yes,yes,,,
tu sais que,3,222411,8003,10.04,tu savoir que,yes,no,fragment,,
le point d',3,222353,8004,5.67,le point de,yes,no,fragment,,
la réalité de,3,222311,8005,4.91,le réalité de,yes,no,fragment,,
est impossible de,3,222255,8006,7.1,être impossible de,yes,no,fragment,,
ne sont pas les,4,222230,8007,12.02,ne être pas le,yes,no,fragment,,
dans son ensemble,3,222126,8008,9.19,dans son ensemble,yes,yes,,,
de toutes sortes,3,221999,8009,12.77,de tout sorte,yes,no,fragment,,
l' avons vu,3,221957,8010,11.94,le avoir voir,yes,yes,,,
partir d' un,3,221952,8011,7.19,partir de un,yes,no,fragment,,
ouvrit la porte,3,221944,8012,13.2,ouvrir le porte,no,no,rare word,,
de penser que,3,221863,8013,6.62,de penser que,yes,no,fragment,,
un à l' autre,4,221852,8014,10.36,un à le autre,yes,yes,,,
et même si,3,221844,8015,5.86,et même si,yes,no,fragment,,
relative à la,3,221843,8016,8.21,relative à le,no,no,fragment; rare word,,
la construction d',3,221831,8017,7.72,le construction de,yes,no,fragment,,
fois par semaine,3,221783,8018,13.83,fois par semaine,yes,yes,,,
de l' avenir,3,221778,8019,6.5,de le avenir,yes,no,fragment,,
l ' analyse,3,221760,8020,,l ' analyse,no,no,rare word,,
que la France,3,221684,8021,5.83,que le France,no,no,rare word,,
de sortir de,3,221667,8022,4.62,de sortir de,yes,no,fragment,,
que tout ce,3,221513,8023,5.5,que tout ce,yes,no,fragment,,
sur le bouton,3,221386,8024,11.46,sur le bouton,yes,yes,,,
la mémoire de,3,221272,8025,5.49,le mémoire de,yes,no,fragment,,
l' un à l' autre,5,221221,8026,16.12,le un à le autre,yes,yes,,,
que les enfants,3,221220,8027,6.73,que le enfant,yes,yes,,,
de ne rien,3,221191,8028,4.96,de ne rien,yes,no,fragment,,
nous l' avons vu,4,220985,8029,20.17,nous le avoir voir,yes,yes,,,
le rôle du,3,220971,8030,7.63,le rôle du,yes,no,fragment,,
une fois la,3,220826,8031,4.83,un fois le,yes,no,fragment,,
que tu étais,3,220737,8032,10.28,que tu être,yes,yes,,,
de ne jamais,3,220717,8033,5.16,de ne jamais,yes,no,fragment,,
a besoin d',3,220670,8034,8.44,avoir besoin de,yes,no,fragment,,
l' attention de,3,220642,8035,5.63,le attention de,yes,no,fragment,,
beaucoup de temps,3,220582,8036,8.39,beaucoup de temps,yes,yes,,,
une poignée de,3,220539,8037,9.25,un poignée de,yes,no,fragment,,
d' une même,3,220527,8038,4.55,de un même,yes,yes,,,
un air de,3,220469,8039,5.08,un air de,yes,no,fragment,,
a fini par,3,220458,8040,11.56,avoir fini par,yes,no,fragment,,
en lien avec,3,220455,8041,10.67,en lien avec,yes,no,fragment,,
d' être en,3,220429,8042,4.22,de être en,yes,no,fragment,,
sur son lit,3,220424,8043,10.75,sur son lit,yes,yes,,,
où se trouve,3,220369,8044,11.81,où se trouver,yes,yes,,,
avec de la,3,220345,8045,0.57,avec de le,yes,no,fragment; loose,,
il a dit,3,220305,8046,6.46,il avoir dire,yes,yes,,,
raison de l',3,220267,8047,4.68,raison de le,yes,no,fragment,,
faveur de la,3,220267,8048,6.46,faveur de le,yes,no,fragment,,
quand il se,3,220197,8049,6.71,quand il se,yes,no,fragment,,
l' issue de,3,220134,8050,7.64,le issue de,yes,no,fragment,,
à la liberté,3,220123,8051,6.35,à le liberté,yes,yes,,,
que je la,3,220058,8052,1.87,que je le,yes,no,fragment; loose,,
de la chaîne,3,220030,8053,6.92,de le chaîne,yes,no,fragment,,
cœur de l',3,220016,8054,4.57,cœur de le,yes,no,fragment,,
à l' exception de,4,219934,8055,13,à le exception de,yes,no,fragment,,
avant de la,3,219905,8056,2.67,avant de le,yes,no,fragment; loose,,
et tout ce,3,219797,8057,4.41,et tout ce,yes,no,fragment,,
près de moi,3,219717,8058,8.63,près de moi,yes,yes,,,
celle d' une,3,219693,8059,6.7,celui de un,yes,no,fragment,,
du mois de,3,219652,8060,5.85,du mois de,yes,no,fragment,,
quelques minutes plus,3,219635,8061,13.8,quelque minuter plus,yes,yes,,,
de l' opération,3,219621,8062,7.07,de le opération,yes,no,fragment,,
du travail et,3,219620,8063,6.23,du travail et,yes,no,fragment,,
je vais me,3,219606,8064,11.27,je aller me,yes,no,fragment,,
que ce serait,3,219545,8065,8.31,que ce être,yes,yes,,,
le départ de,3,219537,8066,5.83,le départ de,yes,no,fragment,,
pas de problème,3,219467,8067,7.01,pas de problème,yes,yes,,,
la société civile,3,219404,8068,14.05,le société civil,yes,yes,,,
général de Gaulle,3,219402,8069,,général de Gaulle,no,no,rare word,,
l ' âme,3,219365,8070,,l ' âme,no,no,rare word,,
je lui ai dit,4,219300,8071,17.31,je luire avoir dire,yes,yes,,,
de lui dire,3,219255,8072,5.89,de luire dire,yes,no,fragment,,
bien que l',3,219244,8073,4.13,bien que le,yes,no,fragment,,
on peut aussi,3,219228,8074,9.9,on pouvoir aussi,yes,yes,,,
se tournant vers,3,219216,8075,15.45,se tournant vers,yes,yes,,,
une lettre de,3,219194,8076,6.53,un lettre de,yes,no,fragment,,
de se retrouver,3,219094,8077,7.99,de se retrouver,yes,no,fragment,,
plus que de,3,218966,8078,1.62,plus que de,yes,no,fragment; loose,,
comme on l',3,218909,8079,5.28,comme on le,yes,no,fragment,,
fait que l',3,218883,8080,4.4,faire que le,yes,no,fragment,,
à l' image de,4,218872,8081,11.26,à le image de,yes,no,fragment,,
la suite des,3,218852,8082,6.23,le suite un,yes,no,fragment,,
sur une chaise,3,218736,8083,11.56,sur un chaise,yes,yes,,,
grâce à une,3,218730,8084,7.44,grâce à un,yes,no,fragment,,
vous le savez,3,218715,8085,10.43,vous le savoir,yes,yes,,,
la même année,3,218690,8086,8.94,le même année,yes,yes,,,
et il lui,3,218664,8087,2.96,et il luire,yes,no,fragment; loose,,
à la situation,3,218580,8088,5.68,à le situation,yes,yes,,,
joue un rôle,3,218548,8089,15.07,joue un rôle,yes,yes,,,
il aurait pu,3,218449,8090,12.08,il avoir pouvoir,yes,yes,,,
de ses lèvres,3,218357,8091,8.78,de son lèvre,yes,no,fragment,,
on y trouve,3,218251,8092,11.92,on y trouver,yes,yes,,,
quant à elle,3,218148,8093,8.64,quant à lui,yes,yes,,,
se rendre compte,3,218135,8094,14.15,se rendre compte,yes,yes,,,
dans une petite,3,218085,8095,7.87,dans un petit,yes,yes,,,
et ne pas,3,218004,8096,2.92,et ne pas,yes,no,fragment; loose,,
de l' ensemble des,4,217978,8097,10.97,de le ensemble un,yes,no,fragment,,
être un peu,3,217942,8098,7.98,être un peu,yes,yes,,,
la relation entre,3,217905,8099,10.5,le relation entrer,yes,yes,,,
